FileName                PSNR[dB]            DenoisingTime[s] 
data\DME-1029576-2.jpeg 29.470046035836038 3.5630738735198975
data\DME-1029576-3.jpeg 28.802725304046927 3.7923436164855957
data\DME-1029576-4.jpeg 28.90097531528763 3.432371139526367
data\DME-1029576-5.jpeg 28.84063239250114 3.4213247299194336
data\DME-1043402-1.jpeg 26.918536185788025 3.5307021141052246
data\NORMAL206.jpeg 26.982437175765636 2.6240944862365723
data\NORMAL21.jpeg 26.694338705954262 2.4034557342529297
data\NORMAL22.jpeg 26.925624240475507 2.6621248722076416
