Names,avgILMdiff,avgIPLINLdiff,avgINLOPLdiff,avgRPEdiff
Skan_nr_75.mat,78.5298701298701,6.17142857142857,7.43376623376623,0.672727272727273
Skan_nr_76.mat,77.5246753246753,6.42857142857143,8.10909090909091,5.74805194805195
Skan_nr_77.mat,78.1506493506493,5.27792207792208,6.2025974025974,0.649350649350649
Skan_nr_78.mat,78.6727272727273,7.14025974025974,10.025974025974,0.644155844155844
Skan_nr_79.mat,79.7506493506494,6.80519480519481,9.42337662337662,0.501298701298701
Skan_nr_8.mat,2.40519480519481,11.6961038961039,12.8233766233766,0.706493506493507
Skan_nr_80.mat,80.1558441558442,2.39480519480519,4.16883116883117,0.58961038961039
Skan_nr_81.mat,80.9766233766234,3.85194805194805,6.35324675324675,0.376623376623377
Skan_nr_82.mat,81.8753246753247,2.72987012987013,5.29350649350649,0.750649350649351
Skan_nr_83.mat,82.2467532467532,9.88571428571429,12.7194805194805,0.428571428571429
Skan_nr_84.mat,2.18701298701299,2.02077922077922,4.21038961038961,0.418181818181818
Skan_nr_85.mat,2.21298701298701,6.12467532467532,7.88831168831169,0.620779220779221
Skan_nr_86.mat,1.9038961038961,2.49350649350649,4.17662337662338,0.646753246753247
Skan_nr_87.mat,2.17142857142857,2.84415584415584,4.83896103896104,0.657142857142857
Skan_nr_88.mat,2.27012987012987,1.91688311688312,3.83116883116883,0.480519480519481
Skan_nr_89.mat,2.43116883116883,3.68311688311688,5.48051948051948,0.496103896103896
Skan_nr_9.mat,2.47792207792208,11.6675324675325,12.1662337662338,0.771428571428571
Skan_nr_90.mat,2.33506493506493,4.37662337662338,5.73246753246753,0.644155844155844
Skan_nr_91.mat,2.34545454545455,20.161038961039,24.6233766233766,0.545454545454545
Skan_nr_92.mat,2.40779220779221,2.62597402597403,4.8961038961039,0.449350649350649
Skan_nr_93.mat,2.50649350649351,3.28051948051948,4.8987012987013,0.633766233766234
Skan_nr_94.mat,2.58701298701299,19.5662337662338,24.9688311688312,0.693506493506494
Skan_nr_95.mat,2.60519480519481,12.1792207792208,15.1324675324675,0.644155844155844
Skan_nr_96.mat,2.32467532467532,8.88571428571429,11.6025974025974,0.672727272727273
Skan_nr_97.mat,2.02337662337662,3.16103896103896,4.28051948051948,0.675324675324675
Skan_nr_98.mat,2.17922077922078,3.15584415584416,4.83636363636364,0.501298701298701
Skan_nr_99.mat,2.17402597402597,11.9584415584416,15.4545454545455,0.561038961038961
