Names,PSNRs_Med,PSNRs_Med_before,SSIMs_Med,SSIMs_Med_before,Times_Med
Skan_nr_1.tiff,25.4942364153719,Inf,0.388063054233296,1,0.001746
Skan_nr_10.tiff,25.3042720894037,Inf,0.393942472629946,1,0.0007718
