Names,PSNRs_Med,PSNRs_Med_before,SSIMs_Med,SSIMs_Med_before,Times_Med
Skan_nr_101.tiff,24.1183917903792,Inf,0.430764344121706,1,0.0007346
Skan_nr_102.tiff,24.2167133397458,Inf,0.433465547919793,1,0.0007699
