Names,PSNRs_Avg,PSNRs_Avg_before,SSIMs_Avg,SSIMs_Avg_before,Times_Avg
Skan_nr_1.tiff,26.0495552958653,Inf,0.577903159685449,1,0.0036646
Skan_nr_10.tiff,25.8740377248143,Inf,0.575626891600791,1,0.0007067
