Names,PSNRs_Avg,PSNRs_Avg_before,SSIMs_Avg,SSIMs_Avg_before,Times_Avg
Skan_nr_101.tiff,24.536790697963,Inf,0.586693619413849,1,0.0009052
Skan_nr_102.tiff,24.6245063308571,Inf,0.589297197610461,1,0.0007957
